,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
234,GH540,GH540,Forest,Adansi Asokwa,Atatam,N06-17.404,W001-27.572,11/9/2011,28.2,25.68,22.79,29.77,80.33,31.1,65.3,2,0,Wall,Mud,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459715059,6.285704297,9,9-Nov-11,234,25.44,21.91,29.2,31.89,29.45,28.4,31.34,30.27,27.4,31.16,33.82,26.68,32.42,31.04,29.32,29.32,25.68,29.00659864,28.97739957
235,GH545,GH545,Forest,Adansi Asokwa,Atatam,N06-17.405,W001-27.573,11/9/2011,28.2,25.68,22.79,29.77,80.33,30.9,66,0,0,Wall,Mud,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human/Dog,-1.459725059,6.285714297,9,9-Nov-11,235,25.84,27.45,29.19,24.87,27.48,29.57,28.66,28.82,26.6,27.67,29.28,26.4,30.61,34.21,33.51,28.68,25.68,29.00659864,28.96100975
236,GH549,GH549,Forest,Adansi Asokwa,Atatam,N06-17.406,W001-27.574,11/9/2011,28.2,25.68,22.79,29.77,80.33,30.8,66.3,0,0,Cross Beam,Bamboo,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.459735059,6.285724297,9,9-Nov-11,236,24.04,27.87,30.65,27.69,33.29,29.27,25.55,31.01,26.65,31.22,33.02,33.58,30.94,28.21,24.51,29.17,25.68,29.00659864,28.95616373
237,GH552,GH552,Forest,Adansi Asokwa,Agyenkwaso,N06-15.547,W001-26.689,11/10/2011,29.1,25.6,21.99,30.41,81.03,25.7,81,16,0,Cobwed,Cobweb,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,Human,-1.435793597,6.274134816,10,10-Nov-11,237,26.79,26.99,29.3,29.7,25.07,26.84,27.48,31.73,32.61,26.97,27.84,34.08,31.52,32.57,30.85,29.36,25.6,28.9162354,28.84927146
238,GH553,GH553,Forest,Adansi Asokwa,Agyenkwaso,N06-15.548,W001-26.690,11/10/2011,29.1,25.6,21.99,30.41,81.03,26.1,79,29,0,Roof,Coconut Branch,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435803597,6.274144816,10,10-Nov-11,238,28.25,28.75,27.53,32.45,33.41,30.5,26.23,28.71,29.65,28.47,27.82,31.7,33.55,33.45,30.44,30.06,25.6,28.9162354,28.94145809
239,GH554,GH554,Forest,Adansi Asokwa,Agyenkwaso,N06-15.549,W001-26.691,11/10/2011,29.1,25.6,21.99,30.41,81.03,26.1,79,29,0,roof,Coconut Branch,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.435813597,6.274154816,10,10-Nov-11,239,28.02,29.82,30.35,29.2,27.68,30.05,31.44,33.73,28,30.89,34.59,31.39,28.32,32.46,33.33,30.62,25.6,28.9162354,29.07693959
240,GH555,GH555,Forest,Adansi Asokwa,Agyenkwaso,N06-15.550,W001-26.692,11/10/2011,29.1,25.6,21.99,30.41,81.03,26,76.8,15,0,Wall,Cement,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.435823597,6.274164816,10,10-Nov-11,240,25.34,26.11,30.07,28.14,31.83,28.02,35.09,31.41,25.21,28.12,30.8,29.29,29.83,30.91,32.56,29.51,25.6,28.9162354,28.9036848
241,GH557,GH557,Forest,Adansi Asokwa,Agyenkwaso,N06-15.551,W001-26.693,11/10/2011,29.1,25.6,21.99,30.41,81.03,26.3,77.9,8,0,Clothing,Cotton,R_2,Black,Yes,funestus,funestus,negative,funestus,Human,-1.435833597,6.274174816,10,10-Nov-11,241,25.32,26.65,25.85,27.42,23.68,25.76,27.28,31.98,29.51,27.91,30.79,31.63,32.36,29.99,28.23,28.29,25.6,28.9162354,28.88991293
242,GH562,GH562,Forest,Adansi Asokwa,Agyenkwaso,N06-15.552,W001-26.694,11/10/2011,29.1,25.6,21.99,30.41,81.03,25.9,80.5,8,0,Roofing beam,Wood,R_1,Normal,No,funestus,funestus,negative,funestus,Human,-1.435843597,6.274184816,10,10-Nov-11,242,26.01,28.33,24.73,29.18,30.85,30.26,28.69,28.24,27.83,29.68,33.09,29.71,25.7,27.8,35.11,29.01,25.6,28.9162354,29.11360135
243,GH563,GH563,Forest,Adansi Asokwa,Agyenkwaso,N06-15.553,W001-26.695,11/10/2011,29.1,25.6,21.99,30.41,81.03,26.5,77.4,9,0,Curtain,Satin,R_2,Multicoloured,Yes,gambiae,gambiae,negative,gambiae,Human,-1.435853597,6.274194816,10,10-Nov-11,243,30.86,26.03,28.51,30.57,30.66,32.19,29.6,28.69,28.83,29.88,30.23,35.76,34.05,27.47,34.08,30.5,25.6,28.9162354,28.98633632
244,GH564,GH564,Forest,Adansi Asokwa,Agyenkwaso,N06-15.554,W001-26.696,11/10/2011,29.1,25.6,21.99,30.41,81.03,27.2,76.3,4,0,Window,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-1.435863597,6.274204816,10,10-Nov-11,244,24.47,27.59,27.46,27.72,25.45,32.07,35.49,26.77,28.54,32.07,28.66,29.71,29.33,32.92,35,29.55,25.6,28.9162354,28.98380007
245,GH566,GH566,Forest,Adansi Asokwa,Agyenkwaso,N06-15.555,W001-26.697,11/10/2011,29.1,25.6,21.99,30.41,81.03,27.2,74.8,0,0,Wall,Cement,R_3,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.435873597,6.274214816,10,10-Nov-11,245,26.8,22.61,25.73,28.57,26.67,30.84,23.26,30,30.92,29.23,31.05,23.19,28.37,30.45,29.15,27.79,25.6,28.9162354,28.95425192
246,GH568,GH568,Forest,Adansi Asokwa,Agyenkwaso,N06-15.556,W001-26.698,11/10/2011,29.1,25.6,21.99,30.41,81.03,28.1,78.5,0,0,Wall,Cement,R_3,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.435883597,6.274224816,10,10-Nov-11,246,31.85,24.65,28.33,28.7,29,27.55,27.67,29.65,28.87,25.67,26.57,32.02,31.31,27.55,36.14,29.03,25.6,28.9162354,28.98374831
247,GH571,GH571,Forest,Adansi Asokwa,Agyenkwaso,N06-15.557,W001-26.699,11/10/2011,29.1,25.6,21.99,30.41,81.03,27.2,77.3,17,0,Clothing,Cotton,R_2,Black,Yes,gambiae,gambiae,positive,gambiae,undetected,-1.435893597,6.274234816,10,10-Nov-11,247,26.99,24.15,24.92,29.94,31.31,27.43,26,29.23,28.61,28.21,29.57,27.75,36.33,32.47,34.44,29.16,25.6,28.9162354,29.04750112
248,GH574,GH574,Forest,Adansi Asokwa,Agyenkwaso,N06-15.558,W001-26.700,11/10/2011,29.1,25.6,21.99,30.41,81.03,27.5,74.6,0,0,Rope,Cotton,R_2,White,Yes,gambiae,gambiae,negative,coluzzii,Human,-1.435903597,6.274244816,10,10-Nov-11,248,23.93,25.3,28.52,30.87,26.67,27.3,28.36,27.35,34.8,28.27,30.33,32.8,29.27,33.14,34.32,29.42,25.6,28.9162354,28.84004955
249,GH582,GH582,Forest,Adansi Asokwa,Agyenkwaso,N06-15.559,W001-26.701,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.1,68.9,6,0,Cobwed,Cobweb,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-1.435913597,6.274254816,10,10-Nov-11,249,25.62,25.69,26.61,28.85,27.99,27.72,28.25,28.44,31.68,27.53,27.21,27.05,27.28,26,28.58,27.63,25.6,28.9162354,29.08552926
250,GH583,GH583,Forest,Adansi Asokwa,Agyenkwaso,N06-15.560,W001-26.702,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.1,68,4,0,Clothing,Cotton,R_2,Multicoloured,Yes,gambiae,gambiae,negative,gambiae,Human,-1.435923597,6.274264816,10,10-Nov-11,250,28.41,28.3,30.45,27.99,32.35,30.45,27.14,33.82,29.36,30.58,31.16,30.17,30.58,35.68,31.35,30.52,25.6,28.9162354,28.79009708
251,GH584,GH584,Forest,Adansi Asokwa,Agyenkwaso,N06-15.561,W001-26.703,11/10/2011,29.1,25.6,21.99,30.41,81.03,31.1,66.6,0,0,Mosquito net,Polyester,R_2,White,Yes,funestus,funestus,negative,funestus,Human,-1.435933597,6.274274816,10,10-Nov-11,251,26.32,29.75,34.01,31.56,25.8,29.35,33.37,26.75,27.27,35.87,28.93,31.75,33.74,34.22,31.97,30.71,25.6,28.9162354,28.92962045
252,GH590,GH590,Forest,Adansi Asokwa,Agyenkwaso,N06-15.562,W001-26.704,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.7,68,4,0,Cieling,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-1.435943597,6.274284816,10,10-Nov-11,252,25.87,25.6,25.9,28.57,30.83,24.22,29.54,28.02,31.9,31.72,33.42,30.32,30.23,28.15,28.19,28.83,25.6,28.9162354,29.10384389
253,GH591,GH591,Forest,Adansi Asokwa,Agyenkwaso,N06-15.563,W001-26.705,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.5,68.1,4,0,Cieling,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,Human,-1.435953597,6.274294816,10,10-Nov-11,253,26.4,24.95,30.69,32,29.62,24.21,34.73,25.6,26.78,29.42,30.03,26.08,32.36,29.27,31.03,28.88,25.6,28.9162354,28.9762229
254,GH592,GH592,Forest,Adansi Asokwa,Agyenkwaso,N06-15.564,W001-26.706,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.5,68,4,0,Cieling,Aluminium,R_3,Normal,No,funestus,funestus,negative,funestus,undetected,-1.435963597,6.274304816,10,10-Nov-11,254,27.45,24.84,30.13,28.02,25.85,28.67,30.92,26,28.92,31.02,28.06,27.34,33.71,31.73,33.4,29.07,25.6,28.9162354,29.03241912
255,GH600,GH600,Forest,Adansi Asokwa,Agyenkwaso,N06-15.565,W001-26.707,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.3,69.3,0,0,Wall,Cement,R_3,Black,No,gambiae,gambiae,negative,gambiae,Human,-1.435973597,6.274314816,10,10-Nov-11,255,31.11,26.36,27.96,29.66,26.91,29.09,25.85,28.31,31.11,33.3,31.29,28.74,26.74,32.1,32.28,29.39,25.6,28.9162354,28.82475834
256,GH601,GH601,Forest,Adansi Asokwa,Agyenkwaso,N06-15.566,W001-26.708,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.3,68.3,0,0,Wall,Cement,R_3,Black,No,funestus,funestus,negative,funestus,Human,-1.435983597,6.274324816,10,10-Nov-11,256,27.02,26.79,27.02,24.42,30.43,23.12,27.09,28.06,28.04,29.05,30.58,34.75,32.36,28.33,32.1,28.61,25.6,28.9162354,28.92296984
257,GH602,GH602,Forest,Adansi Asokwa,Agyenkwaso,N06-15.567,W001-26.709,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.5,68.9,0,0,Roof,Coconut Branch,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.435993597,6.274334816,10,10-Nov-11,257,29.86,28.54,31.95,27.9,29.14,26.74,29.58,27.51,28.15,31.41,30.81,30.5,29.65,29.67,35.03,29.76,25.6,28.9162354,28.94587752
258,GH604,GH604,Forest,Adansi Asokwa,Agyenkwaso,N06-15.568,W001-26.710,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.4,68.6,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.436003597,6.274344816,10,10-Nov-11,258,28.76,26.59,23.26,28.12,31.99,28.79,27.51,27.13,30.11,31.16,31.24,33.9,30.76,38.7,29.68,29.85,25.6,28.9162354,28.93134238
259,GH605,GH605,Forest,Adansi Asokwa,Agyenkwaso,N06-15.569,W001-26.711,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.2,61.9,0,0,Roof,Coconut Branch,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-1.436013597,6.274354816,10,10-Nov-11,259,26.96,22.32,26.56,26.33,27.07,32.27,29.78,28.53,29.38,29.5,29.76,31.24,36.35,33.5,33.44,29.53,25.6,28.9162354,28.89541307
260,GH606,GH606,Forest,Adansi Asokwa,Agyenkwaso,N06-15.570,W001-26.712,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.2,61.9,0,0,Roofing beam,Coconut Frond,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.436023597,6.274364816,10,10-Nov-11,260,23.51,27.15,24.64,25.66,24.37,23.84,30.69,31.76,28.44,29.93,29.92,29.6,31.52,34.6,34.11,28.65,25.6,28.9162354,28.84113108
261,GH607,GH607,Forest,Adansi Asokwa,Agyenkwaso,N06-15.571,W001-26.713,11/10/2011,29.1,25.6,21.99,30.41,81.03,30,70.2,0,0,Roof,Coconut Branch,R_1,Normal,No,gambiae,gambiae,positive,coluzzii,undetected,-1.436033597,6.274374816,10,10-Nov-11,261,25.97,30.25,31.51,30.47,31.08,25.68,29.94,28.14,28.53,31.38,32.28,33.54,32.87,29.29,28.34,29.95,25.6,28.9162354,28.92279426
262,GH608,GH608,Forest,Adansi Asokwa,Agyenkwaso,N06-15.572,W001-26.714,11/10/2011,29.1,25.6,21.99,30.41,81.03,25.8,70.2,0,0,Roof,Coconut Branch,R_1,Normal,No,funestus,funestus,negative,funestus,undetected,-1.436043597,6.274384816,10,10-Nov-11,262,26.04,30.26,27.66,30.39,27.06,26.1,28.59,25.89,29.65,29.73,34.66,28.02,28.5,30.47,26.68,28.65,25.6,28.9162354,28.96860925
263,GH609,GH609,Forest,Adansi Asokwa,Agyenkwaso,N06-15.573,W001-26.715,11/10/2011,29.1,25.6,21.99,30.41,81.03,25.8,70.2,0,0,Roof,Coconut Branch,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.436053597,6.274394816,10,10-Nov-11,263,27.35,25.45,26.85,25.02,28.82,29.15,27.35,26.41,30.17,28.97,26.04,34.4,31.95,27.94,33.85,28.65,25.6,28.9162354,28.82054484
264,GH619,GH619,Forest,Adansi Asokwa,Agyenkwaso,N06-15.574,W001-26.716,11/10/2011,29.1,25.6,21.99,30.41,81.03,30.1,70.4,0,0,Cieling,Palm Frond,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-1.436063597,6.274404816,10,10-Nov-11,264,30.39,23.61,35.85,29.2,32.7,29.53,25.79,24.14,32.18,28.36,30.38,33.03,30.6,32.1,30.91,29.92,25.6,28.9162354,28.91300572
265,GH620,GH620,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.894,W001-29.622,11/11/2011,28.7,24.94,23,28.49,85.92,29.3,69.3,14,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-1.521105943,6.228908948,11,11-Nov-11,265,32.8,33.33,28,25.47,27.92,27.95,29.74,24.86,28.02,30.5,33.09,31.62,30.34,31.1,37.33,30.14,24.94,28.17073871,28.32122636
266,GH621,GH621,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.895,W001-29.623,11/11/2011,28.7,24.94,23,28.49,85.92,39.4,69.7,1,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521115943,6.228918948,11,11-Nov-11,266,30.99,26.97,27.05,25.62,32.29,24.81,31.15,27.19,32.24,29.66,27.85,32.2,32.26,36.83,32.29,29.96,24.94,28.17073871,28.1552297
267,GH622,GH622,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.896,W001-29.624,11/11/2011,28.7,24.94,23,28.49,85.92,39.4,69.7,1,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521125943,6.228928948,11,11-Nov-11,267,26.91,27.13,28.85,29.45,25.87,27.19,28.72,26.64,25.48,28.9,33.54,31.3,27.25,30.45,31.45,28.61,24.94,28.17073871,28.26092968
268,GH625,GH625,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.897,W001-29.625,11/11/2011,28.7,24.94,23,28.49,85.92,29.4,69.1,10,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521135943,6.228938948,11,11-Nov-11,268,22.97,28.39,24.32,26.51,30.78,27.36,30.75,26.22,27.47,30.23,29.79,29.72,34.28,31.25,27.31,28.49,24.94,28.17073871,28.23167909
269,GH630,GH630,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.898,W001-29.626,11/11/2011,28.7,24.94,23,28.49,85.92,30.9,70.3,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521145943,6.228948948,11,11-Nov-11,269,26.29,23.45,29.32,30.58,29.13,28.23,34.32,33.83,25.76,27.92,32.43,29.97,36.44,28.94,29.55,29.74,24.94,28.17073871,28.24168642
270,GH635,GH635,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.899,W001-29.627,11/11/2011,28.7,24.94,23,28.49,85.92,39.1,70.4,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521155943,6.228958948,11,11-Nov-11,270,27.45,25.6,27.89,28.26,26.74,32.66,33.61,33.26,29.79,27.85,34.29,29.34,29.83,31.78,28.17,29.77,24.94,28.17073871,28.17079689
271,GH636,GH636,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.900,W001-29.628,11/11/2011,28.7,24.94,23,28.49,85.92,39.4,69.2,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521165943,6.228968948,11,11-Nov-11,271,29.28,23.63,29.26,29.47,25.43,27.08,27.72,35.23,30.06,33.13,32.89,33.81,32.16,29.32,38.43,30.46,24.94,28.17073871,28.1912102
272,GH640,GH640,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.901,W001-29.629,11/11/2011,28.7,24.94,23,28.49,85.92,29.5,71.3,0,0,Clothing,Cotton,R_2,White,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521175943,6.228978948,11,11-Nov-11,272,29.57,25.69,25.74,26.9,28.72,28.91,30.24,30.89,25.73,27.66,33.66,32.26,35.89,28.7,28.41,29.26,24.94,28.17073871,28.22862566
273,GH641,GH641,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.902,W001-29.630,11/11/2011,28.7,24.94,23,28.49,85.92,29.4,70.7,0,0,Cieling,Palm Frond,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521185943,6.228988948,11,11-Nov-11,273,28.89,27.66,25.64,25.38,29.15,27.01,27.21,28.62,29.16,30.56,25.35,30.54,28.76,30.97,33.02,28.53,24.94,28.17073871,28.24331659
274,GH642,GH642,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.903,W001-29.631,11/11/2011,28.7,24.94,23,28.49,85.92,29.3,70.1,0,0,Bag,Nylon,R_2,Multicoloured,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521195943,6.228998948,11,11-Nov-11,274,23.85,24.06,26.44,30.39,29.21,25.71,30.59,26.47,26.82,27.45,27.62,28.04,31.02,29.03,34.77,28.1,24.94,28.17073871,28.00973289
275,GH644,GH644,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.904,W001-29.632,11/11/2011,28.7,24.94,23,28.49,85.92,29.1,70.1,0,0,Rope,Jute,R_2,Normal,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521205943,6.229008948,11,11-Nov-11,275,29.3,28.8,26.26,28.75,29.84,30.27,28.77,26.33,30.24,29.24,32.12,31.58,36.51,29.13,30.73,29.86,24.94,28.17073871,28.23355189
276,GH650,GH650,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.905,W001-29.633,11/11/2011,28.7,24.94,23,28.49,85.92,29.3,70.4,0,0,Clothing,Cotton,R_2,Multicoloured,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521215943,6.229018948,11,11-Nov-11,276,26.15,28.07,31.28,27.59,27.41,26.17,29.59,27.8,25.27,30.74,28.5,28.36,28.66,32.46,31.86,28.66,24.94,28.17073871,28.14333651
277,GH652,GH652,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.906,W001-29.634,11/11/2011,28.7,24.94,23,28.49,85.92,30.6,67.3,3,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521225943,6.229028948,11,11-Nov-11,277,27.66,25.17,31.96,28.34,27.29,35.36,26.83,32.11,31.14,27.35,29.37,28.74,33.22,33.86,28.89,29.82,24.94,28.17073871,28.18973573
278,GH655,GH655,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.907,W001-29.635,11/11/2011,28.7,24.94,23,28.49,85.92,28,72.6,0,0,Clothing,Cotton,R_2,Black,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521235943,6.229038948,11,11-Nov-11,278,27.41,27.92,27.74,31.39,29.11,28.95,31.84,30.62,28.93,31.24,34.07,35.75,32.05,33.33,31.5,30.79,24.94,28.17073871,28.00495201
279,GH657,GH657,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.908,W001-29.636,11/11/2011,28.7,24.94,23,28.49,85.92,29.1,73.7,0,0,Clothing,Cotton,R_2,Yellow,Yes,gambiae,gambiae,negative,gambiae,Human/Dog,-1.521245943,6.229048948,11,11-Nov-11,279,28.27,29.18,27.25,26.48,27.22,28.87,28.71,31.17,26.53,30.33,30.99,27.41,30.02,31.21,30.64,28.95,24.94,28.17073871,28.21546416
280,GH659,GH659,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.909,W001-29.637,11/11/2011,28.7,24.94,23,28.49,85.92,28.7,74.8,0,0,Clothing,Cotton,R_2,Blue,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521255943,6.229058948,11,11-Nov-11,280,27.29,29.94,27.33,26.35,31.49,28.56,27.83,28.55,28.84,29.03,30.82,28.66,31.78,31.44,29.69,29.17,24.94,28.17073871,28.17277438
281,GH660,GH660,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.910,W001-29.638,11/11/2011,28.7,24.94,23,28.49,85.92,28.5,73.5,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521265943,6.229068948,11,11-Nov-11,281,23.19,26.85,28.29,26.67,28.95,33.2,28.73,25.24,28.4,30.39,30.12,29.39,30.1,29.38,32.96,28.79,24.94,28.17073871,28.07018137
282,GH664,GH664,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.911,W001-29.639,11/11/2011,28.7,24.94,23,28.49,85.92,29.1,73.7,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,Human,-1.521275943,6.229078948,11,11-Nov-11,282,29.02,27.14,28.36,24.32,27.04,30.34,29.1,29.8,28.16,29.98,26.83,29.36,32.75,31.94,29.49,28.91,24.94,28.17073871,28.34062214
283,GH666,GH666,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.912,W001-29.640,11/11/2011,28.7,24.94,23,28.49,85.92,29.1,79.2,18,0,Cross Beam,Wood,R_1,Black,No,gambiae,gambiae,negative,gambiae,undetected,-1.521285943,6.229088948,11,11-Nov-11,283,28.17,27.16,28.83,30.16,24.15,28.12,32.89,28.49,25.41,27.76,26.15,28.07,29.67,33.64,27.76,28.43,24.94,28.17073871,28.0488025
284,GH669,GH669,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.913,W001-29.641,11/11/2011,28.7,24.94,23,28.49,85.92,29.1,72.2,0,0,Mosquito net,Polyester,R_2,Green,Yes,gambiae,gambiae,negative,gambiae,undetected,-1.521295943,6.229098948,11,11-Nov-11,284,26.59,30.87,26.31,28.64,26.97,25.89,26.22,28.27,27.62,26.41,30.18,30.35,26.64,28.86,33.51,28.22,24.94,28.17073871,28.10432682
285,GH671,GH671,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.914,W001-29.642,11/11/2011,28.7,24.94,23,28.49,85.92,28.5,74.3,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521305943,6.229108948,11,11-Nov-11,285,27.52,30.1,26.07,28.67,33.5,26.2,34.88,34.31,28.62,30.05,31.57,28.28,32.88,33.65,32,30.55,24.94,28.17073871,28.4136632
286,GH674,GH674,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.915,W001-29.643,11/11/2011,28.7,24.94,23,28.49,85.92,28.4,75.1,0,0,Wall,Mud,R_1,White,No,gambiae,gambiae,negative,gambiae,Human,-1.521315943,6.229118948,11,11-Nov-11,286,27.56,29.39,31.03,28.07,27.17,26.82,27.04,31.12,25.44,27.36,27.51,34.06,33.65,29.64,27.58,28.9,24.94,28.17073871,28.07964931
287,GH675,GH675,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.916,W001-29.644,11/11/2011,28.7,24.94,23,28.49,85.92,28.6,73.5,0,0,Wall,Mud,R_1,White,No,funestus,funestus,negative,funestus,Human,-1.521325943,6.229128948,11,11-Nov-11,287,27.77,26.67,26.79,26.93,26.5,31.67,29.34,28.45,29.77,29.71,26.32,31.1,31.17,32.26,29.81,28.95,24.94,28.17073871,28.24279928
288,GH677,GH677,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.917,W001-29.645,11/11/2011,28.7,24.94,23,28.49,85.92,28.5,74.1,3,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521335943,6.229138948,11,11-Nov-11,288,31.22,28.27,28.86,26.17,30.12,28.27,23.92,24.39,32.37,25.8,33.81,32.89,28.89,27.85,33.58,29.09,24.94,28.17073871,28.11787541
289,GH679,GH679,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.918,W001-29.646,11/11/2011,28.7,24.94,23,28.49,85.92,28.4,72.8,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-1.521345943,6.229148948,11,11-Nov-11,289,26.7,28.35,27.99,30.24,29.6,26.89,27.33,28.31,30.94,27.54,31.94,27.39,29.73,31.64,29.09,28.91,24.94,28.17073871,28.30817455
290,GH680,GH680,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.919,W001-29.647,11/11/2011,28.7,24.94,23,28.49,85.92,28.4,73.6,0,0,Wall,Mud,R_1,White,No,funestus,funestus,negative,funestus,Human,-1.521355943,6.229158948,11,11-Nov-11,290,27.64,24.84,25.8,24.71,30.36,30.65,30.69,31.41,27.1,30.46,31.88,30.77,27.71,34.4,33.39,29.45,24.94,28.17073871,28.28153977
291,GH682,GH682,Forest,Adansi Asokwa,Kusa Dinkyeae,N06-18.920,W001-29.648,11/11/2011,28.7,24.94,23,28.49,85.92,28.2,74,0,0,Suitcase,Leather,R_4,Black,No,gambiae,gambiae,negative,gambiae,undetected,-1.521365943,6.229168948,11,11-Nov-11,291,30.07,23.17,29.56,29.24,27.86,31.99,30.14,29.91,27.45,32.33,32.94,32.13,27.54,31.03,30.72,29.74,24.94,28.17073871,28.08956103
